Focus_Time_min,Break_Time_min,Engagement_Level,Distraction_Count,Mood_Score,Medication,Time_of_Day,Task_Type,Next_Cycle_Delay_min
29.430799479972464,5.7442077521289905,1,2,7,0,Evening,Routine,9.62854607775599
26.028209687139825,4.913946180349509,5,1,7,0,Evening,Creative,8.183402115673712
24.306110305670558,4.018953046188962,8,7,8,0,Morning,Routine,9.198069139015775
23.193377826464268,4.924375714041839,4,8,5,0,Afternoon,Creative,13.497143529417439
16.128868057795437,3.972582368583933,1,7,4,0,Evening,Routine,15.0
20.68093474963175,5.129577066939784,4,4,3,0,Afternoon,Analytical,13.290596957610449
22.236167374241276,6.196325264962156,9,9,6,1,Morning,Analytical,11.441397637376529
31.342733357313495,3.590026049273202,8,3,3,1,Afternoon,Analytical,9.29729849805582
27.06170973741077,3.1611547982694894,9,2,5,0,Evening,Routine,5.784868136100993
14.421759067823597,5.059099923103609,7,8,2,1,Morning,Routine,13.69244640734162
26.94450381636877,4.078640459907313,6,7,9,0,Evening,Routine,9.665849348406189
22.6895063175021,5.0380943292943625,6,0,7,0,Evening,Creative,6.819909084531283
20.93846799816425,5.384484224731641,1,8,7,1,Afternoon,Routine,15.0
28.67005773304521,2.427576525285753,3,8,2,0,Evening,Analytical,14.880104094207319
31.185997134975707,5.8278193131902505,2,7,7,0,Afternoon,Routine,14.007665012809376
30.587680714697193,3.5963977964537013,7,6,4,0,Morning,Creative,12.049529252713354
19.964694860664167,4.973182459322372,6,0,6,0,Morning,Analytical,7.147241525503161
23.144725744892714,4.208741197473884,3,2,4,0,Morning,Routine,10.87241863112753
26.987580588421384,4.337651582258847,4,8,4,1,Morning,Routine,14.716540861952861
30.853270762734155,7.032749527541586,1,4,6,0,Morning,Analytical,13.774910783609014
22.12495457292826,5.383121024954793,4,3,1,1,Afternoon,Analytical,12.91198291175895
23.886046140017097,6.085626083544309,2,9,7,0,Morning,Routine,15.0
18.36199015596383,5.181129625043291,5,0,1,0,Afternoon,Routine,10.278780432959357
17.822760255515973,5.744016289585945,9,8,1,0,Afternoon,Creative,14.55661819267992
29.875154934365188,5.500854034572142,9,6,3,0,Afternoon,Creative,11.528254464454903
33.13744017142494,5.3053473736241905,1,2,4,1,Evening,Creative,12.404998343716798
24.567939270517996,6.328587090997615,6,1,3,0,Evening,Analytical,9.71310471717944
31.021197387352146,5.1878065446131245,2,2,7,0,Evening,Creative,10.667930941567171
27.169816150285804,7.742178286661247,1,3,2,0,Evening,Analytical,14.516970530891903
21.129281472369254,6.152637887374926,9,2,9,1,Morning,Analytical,5.457499828580018
27.168373633050482,3.6325511627123723,2,1,5,1,Morning,Creative,10.72461807168597
34.228219398795815,4.788140349220421,6,5,2,1,Morning,Routine,11.874076765843384
24.78504376534029,5.476493119388802,6,3,8,1,Evening,Creative,8.37990377640716
34.387861934884036,5.053396202854445,3,7,9,0,Evening,Creative,12.11881261464371
9.281529375461535,5.824248102766601,6,1,5,0,Afternoon,Routine,9.000329532933552
29.931415026251344,5.956420045800648,4,0,6,1,Morning,Routine,8.252918848873582
25.522282409429028,3.3684956170412423,8,1,1,0,Morning,Creative,9.684478816722269
23.205955897204795,6.537293053659793,4,4,2,1,Morning,Routine,12.029963747227544
25.550564659213013,4.403819041416747,7,4,3,1,Afternoon,Analytical,10.794893061728601
13.074586512394642,4.284914592962291,2,7,5,1,Morning,Routine,13.426096492237551
23.68196867297493,4.281053128753351,6,0,4,0,Evening,Creative,7.32533205446765
27.14267542907048,5.970291687188699,5,7,5,0,Morning,Analytical,13.991020066421997
33.867364268449094,4.679518762222656,1,9,6,0,Evening,Creative,15.0
21.890378690358116,4.203738026794751,5,7,8,1,Afternoon,Analytical,11.88926453866113
20.149038382640875,4.491249011067755,6,8,9,1,Morning,Creative,11.415069433818768
21.98945773849278,2.846370009300948,2,3,5,1,Afternoon,Analytical,11.451461815649864
30.492412706212445,3.989403483258216,7,2,4,0,Evening,Creative,7.840080811446521
26.972506657958107,3.5124997416162804,1,8,4,0,Morning,Routine,15.0
21.821438777397766,4.676996803404931,1,4,8,1,Afternoon,Analytical,11.4050029802753
28.079604598680135,5.797031924328311,1,1,7,0,Morning,Creative,10.946693390459545
25.58246529608824,5.664651081119873,2,2,1,1,Afternoon,Creative,13.47273706175518
30.811869943197337,6.5081005970559,1,7,4,1,Morning,Routine,15.0
20.787681436735888,6.240770980755945,7,6,7,1,Evening,Routine,9.959939470792852
23.03402712041339,4.365683942097948,5,3,7,1,Evening,Creative,9.503753335763397
22.647351081207056,5.022885680904456,7,8,3,1,Afternoon,Routine,12.666145058659309
16.21891031120729,4.960932686934298,5,0,3,1,Evening,Routine,6.95498579160543
26.776721662387455,2.418736780733736,8,6,3,1,Morning,Creative,11.9206789988983
26.566331633079336,3.539288555708307,8,5,9,1,Morning,Analytical,8.038337437180411
25.030680739854766,4.7992559874186655,9,1,2,1,Afternoon,Creative,8.081343371334277
23.59247719974912,4.7925242778310295,3,8,9,1,Morning,Creative,13.379339397894261
16.507775547697513,5.614790065046201,2,8,9,0,Afternoon,Analytical,14.552109770345233
22.476128063407845,5.556369955443017,7,6,9,1,Morning,Analytical,9.162697848334057
22.943712900839383,2.875168997480318,7,6,7,0,Morning,Analytical,10.595391183321887
20.186336384670287,5.622316081349036,3,3,1,1,Afternoon,Routine,12.788581423589948
24.032285730003945,5.214304647744516,2,6,4,1,Morning,Routine,15.0
27.42430514088723,5.748047817973555,2,8,7,1,Afternoon,Routine,13.798913265187736
36.31711540726318,6.280238705169907,3,9,9,1,Afternoon,Analytical,12.798945436196226
26.047466876991034,4.828540432654434,8,8,6,0,Evening,Creative,11.583282672594544
26.545302344336587,6.494705884376096,8,8,8,1,Evening,Analytical,10.453698226412433
24.553324505402998,3.9327194553283444,1,9,7,1,Afternoon,Analytical,15.0
13.48737270820575,3.8651142555533378,9,4,3,0,Evening,Creative,9.02419146299021
24.8409167473047,5.514526628162649,5,2,1,1,Morning,Analytical,11.436148738077405
25.36138125964616,4.557478945633784,5,2,8,0,Morning,Analytical,9.531816166231858
39.77945267491172,5.313959077542763,2,7,7,0,Afternoon,Creative,13.911411684823117
23.845834211313264,7.39157854381339,5,7,3,0,Morning,Creative,15.0
26.809284054001676,5.472194088204771,6,9,4,0,Morning,Creative,14.755099483140029
24.79172938176854,5.254603446636944,7,8,1,0,Afternoon,Creative,15.0
17.987931774282806,3.9569355456177835,1,1,8,1,Morning,Routine,9.621831945409847
31.85693688709012,2.9600242320507846,3,0,6,0,Evening,Routine,6.85510455527861
29.511598196120644,4.912944061671787,4,2,5,1,Afternoon,Routine,9.060210304363656
29.74619168225828,6.280244295929835,7,7,6,0,Morning,Creative,12.762391044349943
19.543675271231567,4.612474391527191,8,5,1,1,Evening,Routine,11.194558499340136
33.4167658656166,5.4817549990464425,5,2,3,1,Afternoon,Creative,10.764193419622726
16.588893623246314,6.711796727262299,7,0,1,0,Afternoon,Analytical,9.696152863192594
28.52114256280162,6.681819575876432,2,4,5,1,Evening,Analytical,12.40050912424746
38.142733754859876,5.514579065122139,8,5,7,0,Evening,Creative,8.710394357148704
19.05678204921587,5.2041277743888115,2,6,1,1,Morning,Analytical,15.0
21.602213622383367,3.1776403411963092,3,9,8,1,Morning,Analytical,14.096181305891847
25.597908190525846,4.243766426987672,3,9,8,0,Morning,Routine,14.37556608086897
21.979146075302804,4.663093030378312,6,3,6,0,Morning,Creative,10.605771181185455
15.696019413603203,3.9772020662790175,6,9,2,1,Afternoon,Analytical,14.813291061293366
25.411377848836164,5.298143915543317,1,0,5,1,Evening,Routine,8.908305041296062
18.626177717643372,7.293977820183321,2,6,8,1,Afternoon,Routine,12.481616406269776
27.84155458381109,6.82131391119394,5,8,5,1,Morning,Creative,14.676513786316285
19.48345459459718,5.292655834197449,9,8,6,0,Evening,Routine,9.805326341455228
34.299606430105236,5.935320886429794,6,5,2,1,Evening,Routine,11.521013689088019
20.300480245982577,4.125674821572657,6,1,3,0,Evening,Creative,9.15314796837727
23.067630902765945,6.756907220802562,1,0,9,1,Afternoon,Analytical,8.760430805308047
29.88110330421802,3.1256400848657835,8,1,2,1,Morning,Analytical,7.3901577118977615
17.61481410139627,6.095393793303395,9,8,7,1,Evening,Analytical,9.850743176161197
26.364759607624777,5.594707652239729,5,4,5,1,Evening,Routine,10.369150456084418
32.84285652569457,4.092968735894691,3,8,5,1,Evening,Creative,13.643260289737883
15.355100592632635,4.749455891914475,5,1,2,1,Afternoon,Creative,10.47933143992455
26.107803151193824,3.638896756212729,5,1,2,0,Morning,Analytical,10.285611213050553
26.55929676549054,3.6900319426373214,1,4,4,0,Morning,Routine,13.61780424605481
29.690937230663863,3.0907351992512844,9,4,6,0,Evening,Creative,7.3974176170638914
17.57829573473151,5.921016682640854,2,9,3,0,Morning,Analytical,15.0
17.077260321494343,6.4464139633120165,5,6,9,1,Evening,Creative,11.063603730665236
28.131649393701387,2.405830563423889,1,2,3,0,Afternoon,Analytical,12.523215185529155
26.781908039399116,7.205966619381807,7,7,1,0,Morning,Creative,15.0
26.50295710207526,4.985590116035793,7,2,1,0,Morning,Analytical,10.557095757461884
27.078689256981853,5.347823845852206,5,6,1,0,Evening,Creative,14.767438562459807
20.919851670529056,3.2331045972979084,2,0,7,0,Morning,Routine,9.968950141978095
26.39352218296602,6.5849909001978375,8,9,6,1,Morning,Routine,12.239701786838618
26.758434839792088,5.240300111800201,3,4,6,0,Afternoon,Analytical,10.361113608993739
20.713891491841792,6.366591487725559,5,8,5,1,Evening,Creative,13.499634589340555
36.19464706686854,6.465029984777292,6,3,8,0,Morning,Analytical,9.526079019086012
27.842997525470725,6.601849307265524,6,2,9,1,Morning,Routine,6.88553205293361
17.852179016784106,4.222063068977357,8,4,2,1,Evening,Creative,10.158011174612344
28.939321651802977,4.750445590528154,1,8,4,1,Afternoon,Routine,15.0
19.15190997863607,4.265957510324583,5,1,2,1,Evening,Routine,9.671054461005495
29.722507622454714,6.07411575528954,7,6,5,1,Afternoon,Routine,10.601959458139383
31.951573474044423,5.399467075236489,5,8,7,1,Morning,Analytical,13.12067526931109
20.075906089889738,6.282973836815885,8,3,6,1,Morning,Routine,8.715601333509191
30.78025677546593,6.335286563668679,2,4,5,1,Evening,Routine,12.199887786017817
27.47668556161899,2.9272886108733105,5,4,4,1,Afternoon,Analytical,10.99969119828465
29.93236095996694,6.620924156664647,4,6,2,0,Evening,Creative,14.743788889568085
36.380757895923686,6.141033149318861,3,8,2,0,Evening,Routine,15.0
23.52767130398278,4.556930140177403,2,7,1,1,Morning,Creative,15.0
20.47758301385506,5.419751319835554,8,6,6,0,Morning,Routine,9.48718753152659
19.66291342224686,4.8515965141007555,4,7,8,1,Evening,Analytical,11.971497839838417
20.10513829020737,5.7392668143574115,4,3,5,1,Morning,Analytical,11.480462843651573
24.537389743515376,4.554324343154148,4,4,2,0,Evening,Analytical,13.297143321008509
27.046911848899864,5.574712689402929,9,1,7,0,Morning,Routine,5.905953077325056
26.660144795980113,5.080766365591223,7,4,3,1,Evening,Analytical,10.454352556952145
29.963099494216145,4.481367315805634,3,9,6,0,Afternoon,Creative,15.0
25.078011351267442,5.22816349388247,5,1,2,0,Afternoon,Creative,10.897180409238077
33.7212044629439,8.247763488186509,4,0,6,0,Morning,Routine,9.34820743536552
23.412059000572263,4.177356044209182,1,7,8,0,Morning,Creative,14.6154878405425
41.32101499953771,4.700067690486117,4,1,8,0,Afternoon,Creative,7.58309324153664
28.754004086590037,4.198265120440363,7,0,3,1,Evening,Analytical,7.912508382303726
19.857054661502303,4.3241403373669,5,8,3,1,Evening,Creative,14.24039872368474
18.574645011633326,5.97892922406243,6,5,4,1,Morning,Analytical,13.259896153242718
27.89483449145911,5.859058951563282,6,8,6,1,Morning,Routine,12.85120746256085
23.659223288044895,4.992963796014428,7,4,7,0,Afternoon,Analytical,8.86437272897627
29.284002964552553,6.231555902322935,1,6,2,0,Evening,Analytical,15.0
27.83942574744127,5.952131954593172,6,5,1,0,Evening,Creative,13.386931764598447
24.563026524058763,4.805198976768543,9,2,4,1,Evening,Creative,7.778557504479935
19.919237691589572,3.159362309846953,5,0,6,0,Afternoon,Analytical,6.970138977386649
15.910916651884811,5.995739609538803,7,1,7,0,Afternoon,Analytical,8.423850655184298
22.320910287597872,5.20359754520237,3,5,6,1,Evening,Analytical,10.934670328649295
30.138392765940836,5.02666815644071,4,4,7,1,Morning,Creative,9.99268612770949
26.284562464781224,4.440742375988341,4,6,8,1,Afternoon,Routine,11.019485251977212
17.525567327728073,5.8935787389395795,6,5,3,1,Afternoon,Routine,11.702610494074209
26.039085555107093,5.418195502914201,3,2,5,1,Afternoon,Creative,10.466639628775399
27.31190427837302,4.715806348637244,3,8,8,0,Morning,Routine,13.276124560416994
19.696855382793203,3.529454543337306,5,4,5,0,Evening,Routine,10.334785672948733
25.92235063567317,6.2815149222560915,2,6,9,0,Morning,Creative,12.962294341420558
25.349252310676,5.725886267787052,1,4,8,0,Evening,Routine,11.415432992489217
18.142178213016262,5.306483479934715,2,2,9,1,Afternoon,Analytical,9.096483169797308
27.1467241620897,2.0,9,4,3,0,Evening,Creative,7.852713034625001
28.364707158209406,4.954526891460728,3,6,8,1,Afternoon,Creative,12.21773325023834
31.498307459051663,4.710555555829204,3,7,9,1,Morning,Analytical,10.945494289019223
31.322812312209418,4.257805177934792,1,6,4,0,Evening,Creative,14.664869276091467
16.733983792257455,5.905082334277141,2,4,3,1,Morning,Creative,15.0
19.373049760509264,5.857832041000733,6,2,3,1,Afternoon,Analytical,9.830674337682483
28.09021160325196,5.524189660630865,2,5,2,0,Morning,Routine,15.0
28.08271570547325,6.245469097721291,8,9,1,1,Afternoon,Analytical,13.773958770833852
28.090286117836285,3.773241783159389,6,8,5,0,Afternoon,Creative,13.05644967346906
48.11638894392833,4.455615131876832,2,8,2,0,Evening,Analytical,15.0
28.425343064159,5.089750715822967,6,5,7,1,Morning,Routine,8.99063380469765
31.813393841083595,4.253597576926502,2,6,9,1,Evening,Creative,11.556765409026516
30.724010580959213,5.872603066044251,1,6,6,1,Evening,Analytical,13.44477983326647
28.908347507834787,4.373358982241966,5,4,7,1,Evening,Analytical,8.885412177398113
23.108384532157928,6.5580440053361055,5,7,1,1,Morning,Routine,14.641368591857066
29.553815322959604,3.8826087178997724,8,2,6,1,Afternoon,Routine,5.815776806711459
20.36304871277457,7.558380379400741,4,5,1,1,Morning,Analytical,15.0
23.579088359559947,7.435156826722907,2,0,4,1,Evening,Routine,9.440399905506386
22.087818713025378,4.886296224421587,7,3,1,1,Afternoon,Analytical,10.010335227308447
25.491244836317936,6.375404541110898,3,7,5,0,Morning,Routine,15.0
38.887951400041054,4.5194863273896715,3,2,5,1,Evening,Analytical,8.571306070725116
13.796408844449513,6.215943797877614,8,3,2,1,Morning,Analytical,10.736236081849844
29.11756114224708,4.788826002251875,3,3,8,0,Evening,Analytical,10.185038019619252
15.32370477286209,3.457472121789819,2,2,4,0,Morning,Creative,12.314082790789495
22.1684088052634,2.0,9,1,2,1,Afternoon,Creative,6.439414914042851
31.533703581804197,4.677543864715267,8,1,4,0,Evening,Routine,6.1756083453969675
25.385680114572775,5.334875010422351,2,6,5,1,Morning,Creative,15.0
18.53353133242416,6.5963797112434595,8,0,2,0,Evening,Creative,8.543115418739514
20.708177744440192,5.043950038581668,5,2,5,1,Evening,Analytical,8.58415333464844
29.077586493608056,6.2034921616611065,4,5,1,0,Evening,Analytical,14.75556826817647
20.61780020969718,4.455270143334168,5,9,6,0,Evening,Routine,13.072497449454836
26.29875153749185,4.595265236562266,5,2,7,0,Evening,Routine,7.610079302323712
25.27343103942288,6.264842819034302,1,0,2,0,Morning,Analytical,13.017169348738824
21.0903979143651,2.042390618396874,5,2,6,0,Morning,Analytical,9.080645364970769
37.863664535951955,5.015580594683499,7,3,6,0,Afternoon,Creative,7.830132303236937
28.803514133908067,4.520046380532962,8,0,6,0,Morning,Creative,7.413992983704293
12.849144480054356,6.632733445822741,8,3,3,0,Morning,Analytical,10.93963478393227
26.118725888616567,4.366104446024216,2,8,9,0,Afternoon,Creative,13.869768512332055
21.029281211389673,5.619901963484113,1,9,2,0,Evening,Routine,15.0
30.114600008777344,6.105820363201633,4,1,6,0,Evening,Routine,9.404911089055542
20.244875569403796,3.208884807043508,3,2,8,0,Afternoon,Routine,9.044949259108723
24.311581351198605,4.832755630071318,8,4,5,1,Evening,Analytical,8.580406895772056
28.02992367388274,4.482036279096874,6,5,8,1,Morning,Routine,8.669984867086745
30.194531165020727,6.135551896195513,5,4,3,1,Morning,Creative,12.833636623695366
17.798221557665343,5.810098208974632,9,7,6,1,Morning,Routine,9.73080996973677
22.992992584954308,4.720157563928981,6,4,8,0,Evening,Analytical,8.796438704163164
22.150328133034265,3.7431103395007383,6,4,9,0,Afternoon,Creative,8.401263545045296
21.080024604557728,6.245776035224108,1,0,7,1,Afternoon,Creative,9.817728354662162
35.59272544168658,4.918816668081462,9,5,6,1,Evening,Analytical,6.957146338409155
27.429890265765735,3.057948121199045,2,6,7,0,Afternoon,Routine,12.064364078741741
17.43469627398973,3.1611435212360917,1,4,7,1,Morning,Analytical,11.858560363474519
30.507171682328657,5.525160116087571,7,2,3,1,Morning,Creative,10.420697819417299
37.7329371820758,3.469032568681378,5,6,2,0,Morning,Analytical,14.078276367463463
31.19479156330688,7.231576992324336,6,7,1,1,Evening,Analytical,13.51202383861105
15.883780204275919,3.875515658768803,4,8,4,1,Evening,Routine,14.059294036460951
22.094595562802493,4.999567129571268,8,6,8,1,Afternoon,Routine,8.472377739104267
32.601466895119735,5.190934359392367,7,2,1,1,Evening,Analytical,9.338195534464559
20.753983206287316,4.124746712915785,1,4,1,0,Evening,Analytical,14.457487684947639
27.66291656887737,2.312207563306438,6,6,4,0,Evening,Creative,11.253041287747253
29.64780432057602,5.229074117139473,3,5,4,1,Morning,Creative,13.54810345487649
19.4384171705315,4.09611201187729,8,5,2,0,Evening,Creative,11.64835509341782
24.6428478636292,5.139846113139732,6,2,1,0,Afternoon,Analytical,10.780912099531951
5.552395959585564,4.853202737313549,6,4,6,1,Morning,Creative,10.501769386091567
18.853674151994262,5.315949497686164,5,7,1,0,Morning,Analytical,15.0
23.48459109164104,6.874244144787271,8,8,8,1,Evening,Creative,9.98260197517791
17.5133009082109,4.344580384727453,6,1,5,0,Morning,Creative,8.354820591109787
34.79446782358981,4.437386414789005,7,1,9,0,Morning,Analytical,5.383164936867251
16.4191517322362,3.001043236695332,9,2,9,0,Afternoon,Analytical,5.287326362464844
22.3597330798181,4.765779258680847,6,6,8,1,Morning,Routine,9.795768344930751
25.78444346371655,5.491843987129959,6,9,7,1,Afternoon,Analytical,12.964754437869944
33.64763973439669,4.419806146914768,9,1,1,1,Afternoon,Routine,8.225223586121622
16.384827092923363,5.49971660048659,6,9,5,0,Afternoon,Analytical,14.957913341455466
31.978982512929758,4.786989769412971,7,3,2,1,Evening,Creative,9.40741536238502
25.061398366117523,3.4372805144372123,4,7,5,1,Afternoon,Creative,12.11814071918623
19.110948093712295,5.374382085419725,5,3,7,0,Evening,Creative,9.215783297854166
27.772620845579624,4.753001439721979,8,0,2,0,Morning,Routine,7.558167828709421
26.19435817344082,5.14730938569123,5,3,7,0,Evening,Creative,8.842004448685872
21.398698737047233,4.3196601401475005,4,6,2,1,Evening,Routine,14.164110425339512
25.418812509940114,4.213516972410926,8,8,7,0,Morning,Routine,10.113249985326915
22.68811841882944,5.188892969063558,5,7,8,1,Evening,Routine,10.54714032963413
25.681104071507487,4.7232801055494384,2,5,4,0,Morning,Creative,14.569076299499047
28.97278404712628,7.069133899003118,8,5,7,0,Morning,Routine,9.970461530425247
34.51610089687211,5.958476614593398,8,8,8,0,Evening,Analytical,9.218506012180057
17.573107007038907,5.654005111361226,7,7,9,1,Morning,Routine,9.766315596305757
37.7982002479376,4.787023038198303,9,0,8,1,Morning,Creative,4.042068656083517
13.28747320286499,2.568771861828189,9,1,6,1,Morning,Creative,6.258074591792859
24.0892894297865,4.030886086858786,4,7,1,0,Afternoon,Analytical,15.0
28.52990323890746,4.223247856898818,7,2,9,1,Evening,Routine,4.687151259873955
26.685951206410195,4.6700187364521035,1,1,7,0,Afternoon,Analytical,9.528312525076268
21.263802881076437,4.959968600732055,1,9,7,0,Morning,Creative,15.0
23.75126649785635,5.787289958582594,3,4,1,0,Morning,Creative,15.0
22.041994392047002,5.327774673284078,6,0,7,0,Evening,Routine,5.5828320243856195
21.46381145833473,6.391043829763886,8,0,5,0,Morning,Routine,6.9810920615547545
30.097612582126146,4.625717631776901,5,9,2,1,Morning,Analytical,15.0
27.142092915790283,5.308595533004194,3,5,5,0,Morning,Analytical,13.613309672270606
20.842542428436076,5.412613073334561,2,3,3,1,Evening,Routine,11.638516444503637
30.397599252599505,5.2948715412303065,8,7,3,1,Evening,Routine,10.46456777961242
26.843797125259655,6.5382682975281705,9,2,2,1,Afternoon,Routine,7.8332445035635425
29.87717271303376,5.964529187296631,7,9,6,0,Evening,Routine,11.5529131994277
28.777773051541672,3.4167161365982928,6,2,7,1,Morning,Routine,7.16490471543906
20.026029934467566,4.862802681128792,2,7,9,0,Morning,Analytical,13.344258016906991
21.638913758818184,4.983231581324246,2,1,4,0,Morning,Routine,11.366165831365976
29.483761630739572,7.581849276434006,6,1,7,0,Evening,Analytical,7.920344516208438
28.66222159260079,4.604250582505436,9,6,8,1,Morning,Analytical,8.26488157408043
24.87459043621511,3.8210193159965815,9,9,5,1,Afternoon,Analytical,10.01838842314959
25.703964299852693,5.525990515371973,9,3,1,1,Afternoon,Routine,9.038613718454515
32.66598937473055,5.596382863548535,3,3,4,0,Morning,Creative,12.998365561913634
21.45057166698502,4.911472563524369,3,6,6,1,Evening,Analytical,12.278011632793799
28.282584287020228,4.735686796434932,9,8,8,1,Morning,Analytical,9.75064319429608
23.786844085396634,6.138684747274502,5,9,7,1,Afternoon,Creative,13.542150256824778
23.69391278063668,3.9756822148882156,3,0,4,1,Evening,Creative,9.3820698961165
31.592661111923142,4.590855988557757,7,8,5,0,Afternoon,Routine,12.200315048645761
29.952498093928178,4.373420165463935,6,7,2,1,Morning,Analytical,13.650581804769672
29.881057816003832,6.312673517144706,3,2,2,0,Evening,Creative,12.719549446091024
32.83287284292597,5.342593043943612,6,5,8,0,Morning,Routine,9.123506536240791
25.126023049796554,3.722007083214476,9,4,4,0,Morning,Routine,8.883213586027146
29.091717827769784,3.8425923280846774,2,5,6,0,Evening,Creative,12.373574741268353
23.138399460439263,7.248098148334581,5,2,8,0,Evening,Analytical,8.427311335834979
26.94499811493065,6.299861297728448,5,2,1,1,Morning,Routine,11.678522681808333
24.219141673793892,6.009860337828175,6,4,3,0,Afternoon,Analytical,11.542322036469312
25.58197578995631,5.014696329168011,2,3,6,0,Afternoon,Analytical,11.397326743999304
28.57094215262148,6.810167888144491,6,2,3,0,Afternoon,Creative,9.642414361638295
20.090675900599166,3.67591425682609,1,1,6,0,Morning,Analytical,10.69668184345792
37.554323654112764,5.903561014645389,7,9,8,0,Evening,Routine,10.746014231090765
18.96389571100179,4.468071792169324,1,0,5,0,Morning,Creative,11.96215473981989
17.714868323273606,4.701328016413725,2,7,4,1,Afternoon,Routine,15.0
31.948665241000406,5.870947117798864,4,2,3,0,Evening,Routine,10.667345117328972
29.749976163777617,4.827730989582191,5,3,3,0,Morning,Creative,11.241107751816944
28.744718902312933,4.478360168646491,1,0,4,1,Morning,Creative,11.140089261456644
28.77007305558568,4.405810822294489,1,5,6,1,Afternoon,Creative,12.865715127718754
24.926519362918512,2.6163851053866507,5,5,5,0,Morning,Routine,10.892983518447704
19.616473771085012,5.915844343130788,6,3,1,0,Afternoon,Creative,11.220417406901623
25.454827349162358,3.7920439126414482,3,1,4,0,Evening,Analytical,9.788627103104554
20.93702973092733,7.230091286791133,5,7,4,0,Morning,Routine,14.238880229147513
30.85071840050651,4.654864940222009,2,0,1,1,Afternoon,Analytical,11.622170901615256
24.11765571098717,6.571327756935149,8,3,1,1,Morning,Creative,11.913759443431035
20.04701681924493,2.829162760780783,3,8,4,1,Morning,Creative,15.0
23.07168495008204,5.877779625438318,3,3,4,1,Evening,Analytical,11.173077619522122
27.477588725653746,6.186266879014174,9,2,4,0,Evening,Creative,7.571829966766967
21.617652683176154,6.5642763612373205,4,3,4,0,Evening,Routine,11.748313078069689
